,Player,CurrentSalary,UpcomingSalary,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,Unnamed: 19,OWS,DWS,WS,Unnamed: 24,OBPM,DBPM,BPM,VORP
12923,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12924,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12925,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12926,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12927,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12928,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12929,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12930,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12931,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12932,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12933,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12934,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12935,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12936,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12937,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12938,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12939,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12940,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12941,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12942,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12943,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12944,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12945,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12946,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12947,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12948,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12949,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12950,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12951,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12952,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12953,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12954,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12955,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12956,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12957,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12958,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12959,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12960,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12961,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12962,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12963,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12964,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12965,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12966,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12967,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12968,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12969,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12970,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12971,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12972,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12973,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12974,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12975,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12976,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12977,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12978,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12979,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12980,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12981,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12982,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12983,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12984,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12985,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12986,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12987,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12988,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12989,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12990,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12991,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12992,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12993,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12994,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12995,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12996,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12997,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12998,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
12999,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13000,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13001,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13002,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13003,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13004,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13005,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13006,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13007,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13008,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13009,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13010,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13011,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13012,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13013,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13014,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13015,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13016,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13017,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13018,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13019,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13020,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13021,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13022,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13023,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13024,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13025,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13026,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13027,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13028,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13029,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13030,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13031,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13032,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13033,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13034,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13035,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13036,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13037,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13038,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13039,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13040,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13041,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13042,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13043,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13044,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13045,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13046,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13047,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13048,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13049,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13050,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13051,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13052,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13053,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13054,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13055,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13056,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13057,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13058,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13059,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13060,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13061,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13062,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13063,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13064,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13065,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
13066,Player,2020-21,2021-22,Age,Tm,G,MP,3PA,3P%,TRB,AST,STL,BLK,TOV,PTS,PER,TS%,,OWS,DWS,WS,,OBPM,DBPM,BPM,VORP
